cidades,id,uf
Oliveira,2777,MG
Oliveira Fortes,2778,MG
Onça de Pitangui,2779,MG
Oratórios,2780,MG
Orizânia,2781,MG
Ouro Branco,2782,MG
Ouro Fino,2783,MG
Ouro Preto,2784,MG
Ouro Verde de Minas,2785,MG
Padre Carvalho,2786,MG
Padre Paraíso,2787,MG
Pai Pedro,2788,MG
Paineiras,2789,MG
Pains,2790,MG
Paiva,2791,MG
Palma,2792,MG
Palmópolis,2793,MG
Papagaios,2794,MG
Pará de Minas,2795,MG
Paracatu,2796,MG
Paraguaçu,2797,MG
Paraisópolis,2798,MG
Paraopeba,2799,MG
Passa Quatro,2800,MG
Passa Tempo,2801,MG
Passa Vinte,2802,MG
Passabém,2803,MG
Passos,2804,MG
Patis,2805,MG
Patos de Minas,2806,MG
Patrocínio,2807,MG
Patrocínio do Muriaé,2808,MG
Paula Cândido,2809,MG
Paulistas,2810,MG
Pavão,2811,MG
Peçanha,2812,MG
Pedra Azul,2813,MG
Pedra Bonita,2814,MG
Pedra do Anta,2815,MG
Pedra do Indaiá,2816,MG
Pedra Dourada,2817,MG
Pedralva,2818,MG
Pedras de Maria da Cruz,2819,MG
Pedrinópolis,2820,MG
Pedro Leopoldo,2821,MG
Pedro Teixeira,2822,MG
Pequeri,2823,MG
Pequi,2824,MG
Perdigão,2825,MG
Perdizes,2826,MG
Perdões,2827,MG
Periquito,2828,MG
Pescador,2829,MG
Piau,2830,MG
Piedade de Caratinga,2831,MG
Piedade de Ponte Nova,2832,MG
Piedade do Rio Grande,2833,MG
Piedade dos Gerais,2834,MG
Pimenta,2835,MG
Pingo d Água,2836,MG
Pintópolis,2837,MG
Piracema,2838,MG
Pirajuba,2839,MG
Piranga,2840,MG
Piranguçu,2841,MG
Piranguinho,2842,MG
Pirapetinga,2843,MG
Pirapora,2844,MG
Piraúba,2845,MG
Pitangui,2846,MG
Piumhi,2847,MG
Planura,2848,MG
Poço Fundo,2849,MG
Poços de Caldas,2850,MG
Pocrane,2851,MG
Pompéu,2852,MG
Ponte Nova,2853,MG
Ponto Chique,2854,MG
Ponto dos Volantes,2855,MG
Porteirinha,2856,MG
Porto Firme,2857,MG
Poté,2858,MG
Pouso Alegre,2859,MG
Pouso Alto,2860,MG
Prados,2861,MG
Prata,2862,MG
Pratápolis,2863,MG
Pratinha,2864,MG
Presidente Bernardes,2865,MG
Presidente Juscelino,2866,MG
Presidente Kubitschek,2867,MG
Presidente Olegário,2868,MG
Prudente de Morais,2869,MG
Quartel Geral,2870,MG
Queluzito,2871,MG
Raposos,2872,MG
Raul Soares,2873,MG
Recreio,2874,MG
Reduto,2875,MG
Resende Costa,2876,MG
Resplendor,2877,MG
Ressaquinha,2878,MG
Riachinho,2879,MG
Riacho dos Machados,2880,MG
Ribeirão das Neves,2881,MG
Ribeirão Vermelho,2882,MG
Rio Acima,2883,MG
Rio Casca,2884,MG
Rio do Prado,2885,MG
Rio Doce,2886,MG
Rio Espera,2887,MG
Rio Manso,2888,MG
Rio Novo,2889,MG
Rio Paranaíba,2890,MG
Rio Pardo de Minas,2891,MG
Rio Piracicaba,2892,MG
Rio Pomba,2893,MG
Rio Preto,2894,MG
Rio Vermelho,2895,MG
Ritápolis,2896,MG
Rochedo de Minas,2897,MG
Rodeiro,2898,MG
Romaria,2899,MG
Rosário da Limeira,2900,MG
Rubelita,2901,MG
Rubim,2902,MG
Sabará,2903,MG
Sabinópolis,2904,MG
Sacramento,2905,MG
Salinas,2906,MG
Salto da Divisa,2907,MG
Santa Bárbara,2908,MG
Santa Bárbara do Leste,2909,MG
Santa Bárbara do Monte Verde,2910,MG
Santa Bárbara do Tugúrio,2911,MG
Santa Cruz de Minas,2912,MG
Santa Cruz de Salinas,2913,MG
Santa Cruz do Escalvado,2914,MG
Santa Efigênia de Minas,2915,MG
Santa Fé de Minas,2916,MG
Santa Helena de Minas,2917,MG
Santa Juliana,2918,MG
Santa Luzia,2919,MG
Santa Margarida,2920,MG
Santa Maria de Itabira,2921,MG
Santa Maria do Salto,2922,MG
Santa Maria do Suaçuí,2923,MG
Santa Rita de Caldas,2924,MG
Santa Rita de Ibitipoca,2925,MG
Santa Rita de Jacutinga,2926,MG
Santa Rita de Minas,2927,MG
Santa Rita do Itueto,2928,MG
Santa Rita do Sapucaí,2929,MG
Santa Rosa da Serra,2930,MG
Santa Vitória,2931,MG
Santana da Vargem,2932,MG
Santana de Cataguases,2933,MG
Santana de Pirapama,2934,MG
Santana do Deserto,2935,MG
Santana do Garambéu,2936,MG
Santana do Jacaré,2937,MG
Santana do Manhuaçu,2938,MG
Santana do Paraíso,2939,MG
Santana do Riacho,2940,MG
Santana dos Montes,2941,MG
Santo Antônio do Amparo,2942,MG
Santo Antônio do Aventureiro,2943,MG
Santo Antônio do Grama,2944,MG
Santo Antônio do Itambé,2945,MG
Santo Antônio do Jacinto,2946,MG
Santo Antônio do Monte,2947,MG
Santo Antônio do Retiro,2948,MG
Santo Antônio do Rio Abaixo,2949,MG
Santo Hipólito,2950,MG
Santos Dumont,2951,MG
São Bento Abade,2952,MG
São Brás do Suaçuí,2953,MG
São Domingos das Dores,2954,MG
São Domingos do Prata,2955,MG
São Félix de Minas,2956,MG
São Francisco,2957,MG
São Francisco de Paula,2958,MG
São Francisco de Sales,2959,MG
São Francisco do Glória,2960,MG
São Geraldo,2961,MG
São Geraldo da Piedade,2962,MG
São Geraldo do Baixio,2963,MG
São Gonçalo do Abaeté,2964,MG
São Gonçalo do Pará,2965,MG
São Gonçalo do Rio Abaixo,2966,MG
São Gonçalo do Rio Preto,2967,MG
São Gonçalo do Sapucaí,2968,MG
São Gotardo,2969,MG
São João Batista do Glória,2970,MG
São João da Lagoa,2971,MG
São João da Mata,2972,MG
São João da Ponte,2973,MG
São João das Missões,2974,MG
São João del Rei,2975,MG
São João do Manhuaçu,2976,MG
São João do Manteninha,2977,MG
São João do Oriente,2978,MG
São João do Pacuí,2979,MG
São João do Paraíso,2980,MG
São João Evangelista,2981,MG
São João Nepomuceno,2982,MG
São Joaquim de Bicas,2983,MG
São José da Barra,2984,MG
São José da Lapa,2985,MG
São José da Safira,2986,MG
São José da Varginha,2987,MG
São José do Alegre,2988,MG
São José do Divino,2989,MG
São José do Goiabal,2990,MG
São José do Jacuri,2991,MG
São José do Mantimento,2992,MG
São Lourenço,2993,MG
São Miguel do Anta,2994,MG
São Pedro da União,2995,MG
São Pedro do Suaçuí,2996,MG
São Pedro dos Ferros,2997,MG
São Romão,2998,MG
São Roque de Minas,2999,MG
São Sebastião da Bela Vista,3000,MG
São Sebastião da Vargem Alegre,3001,MG
São Sebastião do Anta,3002,MG
São Sebastião do Maranhão,3003,MG
São Sebastião do Oeste,3004,MG
São Sebastião do Paraíso,3005,MG
São Sebastião do Rio Preto,3006,MG
São Sebastião do Rio Verde,3007,MG
São Thomé das Letras,3008,MG
São Tiago,3009,MG
São Tomás de Aquino,3010,MG
São Vicente de Minas,3011,MG
Sapucaí-Mirim,3012,MG
Sardoá,3013,MG
Sarzedo,3014,MG
Sem-Peixe,3015,MG
Senador Amaral,3016,MG
Senador Cortes,3017,MG
Senador Firmino,3018,MG
Senador José Bento,3019,MG
Senador Modestino Gonçalves,3020,MG
Senhora de Oliveira,3021,MG
Senhora do Porto,3022,MG
Senhora dos Remédios,3023,MG
Sericita,3024,MG
Seritinga,3025,MG
Serra Azul de Minas,3026,MG
Serra da Saudade,3027,MG
Serra do Salitre,3028,MG
Serra dos Aimorés,3029,MG
Serrania,3030,MG
Serranópolis de Minas,3031,MG
Serranos,3032,MG
Serro,3033,MG
Sete Lagoas,3034,MG
Setubinha,3035,MG
Silveirânia,3036,MG
Silvianópolis,3037,MG
Simão Pereira,3038,MG
Simonésia,3039,MG
Sobrália,3040,MG
Soledade de Minas,3041,MG
Tabuleiro,3042,MG
Taiobeiras,3043,MG
Taparuba,3044,MG
Tapira,3045,MG
Tapiraí,3046,MG
Taquaraçu de Minas,3047,MG
Tarumirim,3048,MG
Teixeiras,3049,MG
Teófilo Otoni,3050,MG
Timóteo,3051,MG
Tiradentes,3052,MG
Tiros,3053,MG
Tocantins,3054,MG
Tocos do Moji,3055,MG
Toledo,3056,MG
Tombos,3057,MG
Três Corações,3058,MG
Três Marias,3059,MG
Três Pontas,3060,MG
Tumiritinga,3061,MG
Tupaciguara,3062,MG
Turmalina,3063,MG
Turvolândia,3064,MG
Ubá,3065,MG
Ubaí,3066,MG
Ubaporanga,3067,MG
Uberaba,3068,MG
Uberlândia,3069,MG
Umburatiba,3070,MG
Unaí,3071,MG
União de Minas,3072,MG
Uruana de Minas,3073,MG
Urucânia,3074,MG
Urucuia,3075,MG
Vargem Alegre,3076,MG
Vargem Bonita,3077,MG
Vargem Grande do Rio Pardo,3078,MG
Varginha,3079,MG
Varjão de Minas,3080,MG
Várzea da Palma,3081,MG
Varzelândia,3082,MG
Vazante,3083,MG
Verdelândia,3084,MG
Veredinha,3085,MG
Veríssimo,3086,MG
Vermelho Novo,3087,MG
Vespasiano,3088,MG
Viçosa,3089,MG
Vieiras,3090,MG
Virgem da Lapa,3091,MG
Virgínia,3092,MG
Virginópolis,3093,MG
Virgolândia,3094,MG
Visconde do Rio Branco,3095,MG
Volta Grande,3096,MG
Wenceslau Braz,3097,MG
Afonso Cláudio,3098,ES
Água Doce do Norte,3099,ES
Águia Branca,3100,ES
Alegre,3101,ES
Alfredo Chaves,3102,ES
Alto Rio Novo,3103,ES
Anchieta,3104,ES
Apiacá,3105,ES
Aracruz,3106,ES
Atílio Vivacqua,3107,ES
Baixo Guandu,3108,ES
Barra de São Francisco,3109,ES
Boa Esperança,3110,ES
Bom Jesus do Norte,3111,ES
Brejetuba,3112,ES
Cachoeiro de Itapemirim,3113,ES
Cariacica,3114,ES
Castelo,3115,ES
Colatina,3116,ES
Conceição da Barra,3117,ES
Conceição do Castelo,3118,ES
Divino de São Lourenço,3119,ES
Domingos Martins,3120,ES
Dores do Rio Preto,3121,ES
Ecoporanga,3122,ES
Fundão,3123,ES
Governador Lindenberg,3124,ES
Guaçuí,3125,ES
Guarapari,3126,ES
Ibatiba,3127,ES
Ibiraçu,3128,ES
Ibitirama,3129,ES
Iconha,3130,ES
Irupi,3131,ES
Itaguaçu,3132,ES
Itapemirim,3133,ES
Itarana,3134,ES
Iúna,3135,ES
Jaguaré,3136,ES
Jerônimo Monteiro,3137,ES
João Neiva,3138,ES
Laranja da Terra,3139,ES
Linhares,3140,ES
Mantenópolis,3141,ES
Marataízes,3142,ES
Marechal Floriano,3143,ES
Marilândia,3144,ES
Mimoso do Sul,3145,ES
Montanha,3146,ES
Mucurici,3147,ES
Muniz Freire,3148,ES
Muqui,3149,ES
Nova Venécia,3150,ES
Pancas,3151,ES
Pedro Canário,3152,ES
Pinheiros,3153,ES
Piúma,3154,ES
Ponto Belo,3155,ES
Presidente Kennedy,3156,ES
Rio Bananal,3157,ES
Rio Novo do Sul,3158,ES
Santa Leopoldina,3159,ES
Santa Maria de Jetibá,3160,ES
Santa Teresa,3161,ES
São Domingos do Norte,3162,ES
São Gabriel da Palha,3163,ES
São José do Calçado,3164,ES
São Mateus,3165,ES
São Roque do Canaã,3166,ES
Serra,3167,ES
Sooretama,3168,ES
Vargem Alta,3169,ES
Venda Nova do Imigrante,3170,ES
Viana,3171,ES
Vila Pavão,3172,ES
Vila Valério,3173,ES
Vila Velha,3174,ES
Vitória,3175,ES
Angra dos Reis,3176,RJ
Aperibé,3177,RJ
Araruama,3178,RJ
Areal,3179,RJ
Armação dos Búzios,3180,RJ
Arraial do Cabo,3181,RJ
Barra do Piraí,3182,RJ
Barra Mansa,3183,RJ
Belford Roxo,3184,RJ
Bom Jardim,3185,RJ
Bom Jesus do Itabapoana,3186,RJ
Cabo Frio,3187,RJ
Cachoeiras de Macacu,3188,RJ
Cambuci,3189,RJ
Campos dos Goytacazes,3190,RJ
Cantagalo,3191,RJ
Carapebus,3192,RJ
Cardoso Moreira,3193,RJ
Carmo,3194,RJ
Casimiro de Abreu,3195,RJ
Comendador Levy Gasparian,3196,RJ
Conceição de Macabu,3197,RJ
Cordeiro,3198,RJ
Duas Barras,3199,RJ
Duque de Caxias,3200,RJ
Engenheiro Paulo de Frontin,3201,RJ
Guapimirim,3202,RJ
Iguaba Grande,3203,RJ
Itaboraí,3204,RJ
Itaguaí,3205,RJ
Italva,3206,RJ
Itaocara,3207,RJ
Itaperuna,3208,RJ
Itatiaia,3209,RJ
Japeri,3210,RJ
Laje do Muriaé,3211,RJ
Macaé,3212,RJ
Macuco,3213,RJ
Magé,3214,RJ
Mangaratiba,3215,RJ
Maricá,3216,RJ
Mendes,3217,RJ
Mesquita,3218,RJ
Miguel Pereira,3219,RJ
Miracema,3220,RJ
Natividade,3221,RJ
Nilópolis,3222,RJ
Niterói,3223,RJ
Nova Friburgo,3224,RJ
Nova Iguaçu,3225,RJ
Paracambi,3226,RJ
Paraíba do Sul,3227,RJ
Paraty,3228,RJ
Paty do Alferes,3229,RJ
Petrópolis,3230,RJ
Pinheiral,3231,RJ
Piraí,3232,RJ
Porciúncula,3233,RJ
Porto Real,3234,RJ
Quatis,3235,RJ
Queimados,3236,RJ
Quissamã,3237,RJ
Resende,3238,RJ
Rio Bonito,3239,RJ
Rio Claro,3240,RJ
Rio das Flores,3241,RJ
Rio das Ostras,3242,RJ
Rio de Janeiro,3243,RJ
Santa Maria Madalena,3244,RJ
Santo Antônio de Pádua,3245,RJ
São Fidélis,3246,RJ
São Francisco de Itabapoana,3247,RJ
São Gonçalo,3248,RJ
São João da Barra,3249,RJ
São João de Meriti,3250,RJ
São José de Ubá,3251,RJ
São José do Vale do Rio Preto,3252,RJ
São Pedro da Aldeia,3253,RJ
São Sebastião do Alto,3254,RJ
Sapucaia,3255,RJ
Saquarema,3256,RJ
Seropédica,3257,RJ
Silva Jardim,3258,RJ
Sumidouro,3259,RJ
Tanguá,3260,RJ
Teresópolis,3261,RJ
Trajano de Moraes,3262,RJ
Três Rios,3263,RJ
Valença,3264,RJ
Varre-Sai,3265,RJ
Vassouras,3266,RJ
Volta Redonda,3267,RJ
Adamantina,3268,SP
Adolfo,3269,SP
Aguaí,3270,SP
Águas da Prata,3271,SP
Águas de Lindóia,3272,SP
Águas de Santa Bárbara,3273,SP
Águas de São Pedro,3274,SP
Agudos,3275,SP
Alambari,3276,SP
Alfredo Marcondes,3277,SP
Altair,3278,SP
Altinópolis,3279,SP
Alto Alegre,3280,SP
Alumínio,3281,SP
Álvares Florence,3282,SP
Álvares Machado,3283,SP
Álvaro de Carvalho,3284,SP
Alvinlândia,3285,SP
Americana,3286,SP
Américo Brasiliense,3287,SP
Américo de Campos,3288,SP
Amparo,3289,SP
Analândia,3290,SP
Andradina,3291,SP
Angatuba,3292,SP
Anhembi,3293,SP
Anhumas,3294,SP
Aparecida,3295,SP
Aparecida d Oeste,3296,SP
Apiaí,3297,SP
Araçariguama,3298,SP
Araçatuba,3299,SP
Araçoiaba da Serra,3300,SP
Aramina,3301,SP
Arandu,3302,SP
Arapeí,3303,SP
Araraquara,3304,SP
Araras,3305,SP
Arco-Íris,3306,SP
Arealva,3307,SP
Areias,3308,SP
Areiópolis,3309,SP
Ariranha,3310,SP
Artur Nogueira,3311,SP
Arujá,3312,SP
Aspásia,3313,SP
Assis,3314,SP
Atibaia,3315,SP
Auriflama,3316,SP
Avaí,3317,SP
Avanhandava,3318,SP
Avaré,3319,SP
Bady Bassitt,3320,SP
Balbinos,3321,SP
Bálsamo,3322,SP
Bananal,3323,SP
Barão de Antonina,3324,SP
Barbosa,3325,SP
Bariri,3326,SP
Barra Bonita,3327,SP
Barra do Chapéu,3328,SP
Barra do Turvo,3329,SP
Barretos,3330,SP
Barrinha,3331,SP
Barueri,3332,SP
Bastos,3333,SP
Batatais,3334,SP
Bauru,3335,SP
Bebedouro,3336,SP
Bento de Abreu,3337,SP
Bernardino de Campos,3338,SP
Bertioga,3339,SP
Bilac,3340,SP
Birigui,3341,SP
Biritiba Mirim,3342,SP
Boa Esperança do Sul,3343,SP
Bocaina,3344,SP
Bofete,3345,SP
Boituva,3346,SP
Bom Jesus dos Perdões,3347,SP
Bom Sucesso de Itararé,3348,SP
Borá,3349,SP
Boracéia,3350,SP
Borborema,3351,SP
Borebi,3352,SP
Botucatu,3353,SP
Bragança Paulista,3354,SP
Braúna,3355,SP
Brejo Alegre,3356,SP
Brodowski,3357,SP
Brotas,3358,SP
Buri,3359,SP
Buritama,3360,SP
Buritizal,3361,SP
Cabrália Paulista,3362,SP
Cabreúva,3363,SP
Caçapava,3364,SP
Cachoeira Paulista,3365,SP
Caconde,3366,SP
Cafelândia,3367,SP
Caiabu,3368,SP
Caieiras,3369,SP
Caiuá,3370,SP
Cajamar,3371,SP
Cajati,3372,SP
Cajobi,3373,SP
Cajuru,3374,SP
Campina do Monte Alegre,3375,SP
Campinas,3376,SP
Campo Limpo Paulista,3377,SP
Campos do Jordão,3378,SP
Campos Novos Paulista,3379,SP
Cananéia,3380,SP
Canas,3381,SP
Cândido Mota,3382,SP
Cândido Rodrigues,3383,SP
Canitar,3384,SP
Capão Bonito,3385,SP
Capela do Alto,3386,SP
Capivari,3387,SP
Caraguatatuba,3388,SP
Carapicuíba,3389,SP
Cardoso,3390,SP
Casa Branca,3391,SP
Cássia dos Coqueiros,3392,SP
Castilho,3393,SP
Catanduva,3394,SP
Catiguá,3395,SP
Cedral,3396,SP
Cerqueira César,3397,SP
Cerquilho,3398,SP
Cesário Lange,3399,SP
Charqueada,3400,SP
Chavantes,3401,SP
Clementina,3402,SP
Colina,3403,SP
Colômbia,3404,SP
Conchal,3405,SP
Conchas,3406,SP
Cordeirópolis,3407,SP
Coroados,3408,SP
Coronel Macedo,3409,SP
Corumbataí,3410,SP
Cosmópolis,3411,SP
Cosmorama,3412,SP
Cotia,3413,SP
Cravinhos,3414,SP
Cristais Paulista,3415,SP
Cruzália,3416,SP
Cruzeiro,3417,SP
Cubatão,3418,SP
Cunha,3419,SP
Descalvado,3420,SP
Diadema,3421,SP
Dirce Reis,3422,SP
Divinolândia,3423,SP
Dobrada,3424,SP
Dois Córregos,3425,SP
Dolcinópolis,3426,SP
Dourado,3427,SP
Dracena,3428,SP
Duartina,3429,SP
Dumont,3430,SP
Echaporã,3431,SP
Eldorado,3432,SP
Elias Fausto,3433,SP
Elisiário,3434,SP
Embaúba,3435,SP
Embu das Artes,3436,SP
Embu-Guaçu,3437,SP
Emilianópolis,3438,SP
Engenheiro Coelho,3439,SP
Espírito Santo do Pinhal,3440,SP
Espírito Santo do Turvo,3441,SP
Estiva Gerbi,3442,SP
Estrela do Norte,3443,SP
Estrela d Oeste,3444,SP
Euclides da Cunha Paulista,3445,SP
Fartura,3446,SP
Fernando Prestes,3447,SP
Fernandópolis,3448,SP
Fernão,3449,SP
Ferraz de Vasconcelos,3450,SP
Flora Rica,3451,SP
Floreal,3452,SP
Flórida Paulista,3453,SP
Florínea,3454,SP
Franca,3455,SP
Francisco Morato,3456,SP
Franco da Rocha,3457,SP
Gabriel Monteiro,3458,SP
Gália,3459,SP
Garça,3460,SP
Gastão Vidigal,3461,SP
Gavião Peixoto,3462,SP
General Salgado,3463,SP
Getulina,3464,SP
Glicério,3465,SP
Guaiçara,3466,SP
Guaimbê,3467,SP
Guaíra,3468,SP
Guapiaçu,3469,SP
Guapiara,3470,SP
Guará,3471,SP
Guaraçaí,3472,SP
Guaraci,3473,SP
Guarani d Oeste,3474,SP
Guarantã,3475,SP
Guararapes,3476,SP
Guararema,3477,SP
Guaratinguetá,3478,SP
Guareí,3479,SP
Guariba,3480,SP
Guarujá,3481,SP
Guarulhos,3482,SP
Guatapará,3483,SP
Guzolândia,3484,SP
Herculândia,3485,SP
Holambra,3486,SP
Hortolândia,3487,SP
Iacanga,3488,SP
Iacri,3489,SP
Iaras,3490,SP
Ibaté,3491,SP
Ibirá,3492,SP
Ibirarema,3493,SP
Ibitinga,3494,SP
Ibiúna,3495,SP
Icém,3496,SP
Iepê,3497,SP
Igaraçu do Tietê,3498,SP
Igarapava,3499,SP
Igaratá,3500,SP
Iguape,3501,SP
Ilha Comprida,3502,SP
Ilha Solteira,3503,SP
Ilhabela,3504,SP
Indaiatuba,3505,SP
Indiana,3506,SP
Indiaporã,3507,SP
Inúbia Paulista,3508,SP
Ipaussu,3509,SP
Iperó,3510,SP
Ipeúna,3511,SP
Ipiguá,3512,SP
Iporanga,3513,SP
Ipuã,3514,SP
Iracemápolis,3515,SP
Irapuã,3516,SP
Irapuru,3517,SP
Itaberá,3518,SP
Itaí,3519,SP
Itajobi,3520,SP
Itaju,3521,SP
Itanhaém,3522,SP
Itaoca,3523,SP
Itapecerica da Serra,3524,SP
Itapetininga,3525,SP
Itapeva,3526,SP
Itapevi,3527,SP
Itapira,3528,SP
Itapirapuã Paulista,3529,SP
Itápolis,3530,SP
Itaporanga,3531,SP
Itapuí,3532,SP
Itapura,3533,SP
Itaquaquecetuba,3534,SP
Itararé,3535,SP
Itariri,3536,SP
Itatiba,3537,SP
Itatinga,3538,SP
Itirapina,3539,SP
Itirapuã,3540,SP
Itobi,3541,SP
Itu,3542,SP
Itupeva,3543,SP
Ituverava,3544,SP
Jaborandi,3545,SP
Jaboticabal,3546,SP
Jacareí,3547,SP
Jaci,3548,SP
Jacupiranga,3549,SP
Jaguariúna,3550,SP
Jales,3551,SP
Jambeiro,3552,SP
Jandira,3553,SP
Jardinópolis,3554,SP
Jarinu,3555,SP
Jaú,3556,SP
Jeriquara,3557,SP
Joanópolis,3558,SP
João Ramalho,3559,SP
José Bonifácio,3560,SP
Júlio Mesquita,3561,SP
Jumirim,3562,SP
Jundiaí,3563,SP
Junqueirópolis,3564,SP
Juquiá,3565,SP
Juquitiba,3566,SP
Lagoinha,3567,SP
Laranjal Paulista,3568,SP
Lavínia,3569,SP
Lavrinhas,3570,SP
Leme,3571,SP
Lençóis Paulista,3572,SP
Limeira,3573,SP
Lindóia,3574,SP
Lins,3575,SP
Lorena,3576,SP
Lourdes,3577,SP
Louveira,3578,SP
Lucélia,3579,SP
Lucianópolis,3580,SP
Luís Antônio,3581,SP
Luiziânia,3582,SP
Lupércio,3583,SP
Lutécia,3584,SP
Macatuba,3585,SP
Macaubal,3586,SP
Macedônia,3587,SP
Magda,3588,SP
Mairinque,3589,SP
Mairiporã,3590,SP
Manduri,3591,SP
Marabá Paulista,3592,SP
Maracaí,3593,SP
Marapoama,3594,SP
Mariápolis,3595,SP
Marília,3596,SP
Marinópolis,3597,SP
Martinópolis,3598,SP
Matão,3599,SP
Mauá,3600,SP
Mendonça,3601,SP
Meridiano,3602,SP
Mesópolis,3603,SP
Miguelópolis,3604,SP
Mineiros do Tietê,3605,SP
Mira Estrela,3606,SP
Miracatu,3607,SP
Mirandópolis,3608,SP
Mirante do Paranapanema,3609,SP
Mirassol,3610,SP
Mirassolândia,3611,SP
Mococa,3612,SP
Mogi das Cruzes,3613,SP
Mogi Guaçu,3614,SP
Mogi Mirim,3615,SP
Mombuca,3616,SP
Monções,3617,SP
Mongaguá,3618,SP
Monte Alegre do Sul,3619,SP
Monte Alto,3620,SP
Monte Aprazível,3621,SP
Monte Azul Paulista,3622,SP
Monte Castelo,3623,SP
Monte Mor,3624,SP
Monteiro Lobato,3625,SP
Morro Agudo,3626,SP
Morungaba,3627,SP
Motuca,3628,SP
Murutinga do Sul,3629,SP
Nantes,3630,SP
Narandiba,3631,SP
Natividade da Serra,3632,SP
Nazaré Paulista,3633,SP
Neves Paulista,3634,SP
Nhandeara,3635,SP
Nipoã,3636,SP
Nova Aliança,3637,SP
Nova Campina,3638,SP
Nova Canaã Paulista,3639,SP
Nova Castilho,3640,SP
Nova Europa,3641,SP
Nova Granada,3642,SP
Nova Guataporanga,3643,SP
Nova Independência,3644,SP
Nova Luzitânia,3645,SP
Nova Odessa,3646,SP
Novais,3647,SP
Novo Horizonte,3648,SP
Nuporanga,3649,SP
Ocauçu,3650,SP
Óleo,3651,SP
Olímpia,3652,SP
Onda Verde,3653,SP
Oriente,3654,SP
Orindiúva,3655,SP
Orlândia,3656,SP
Osasco,3657,SP
Oscar Bressane,3658,SP
Osvaldo Cruz,3659,SP
Ourinhos,3660,SP
Ouro Verde,3661,SP
Ouroeste,3662,SP
Pacaembu,3663,SP
Palestina,3664,SP
Palmares Paulista,3665,SP
Palmeira d Oeste,3666,SP
Palmital,3667,SP
Panorama,3668,SP
Paraguaçu Paulista,3669,SP
Paraibuna,3670,SP
Paraíso,3671,SP
Paranapanema,3672,SP
Paranapuã,3673,SP
Parapuã,3674,SP
Pardinho,3675,SP
Pariquera-Açu,3676,SP
Parisi,3677,SP
Patrocínio Paulista,3678,SP
Paulicéia,3679,SP
Paulínia,3680,SP
Paulistânia,3681,SP
Paulo de Faria,3682,SP
Pederneiras,3683,SP
Pedra Bela,3684,SP
Pedranópolis,3685,SP
Pedregulho,3686,SP
Pedreira,3687,SP
Pedrinhas Paulista,3688,SP
Pedro de Toledo,3689,SP
Penápolis,3690,SP
Pereira Barreto,3691,SP
Pereiras,3692,SP
Peruíbe,3693,SP
Piacatu,3694,SP
Piedade,3695,SP
Pilar do Sul,3696,SP
Pindamonhangaba,3697,SP
Pindorama,3698,SP
Pinhalzinho,3699,SP
Piquerobi,3700,SP
Piquete,3701,SP
Piracaia,3702,SP
Piracicaba,3703,SP
Piraju,3704,SP
Pirajuí,3705,SP
Pirangi,3706,SP
Pirapora do Bom Jesus,3707,SP
Pirapozinho,3708,SP
Pirassununga,3709,SP
Piratininga,3710,SP
Pitangueiras,3711,SP
Planalto,3712,SP
Platina,3713,SP
Poá,3714,SP
Poloni,3715,SP
Pompéia,3716,SP
Pongaí,3717,SP
Pontal,3718,SP
Pontalinda,3719,SP
Pontes Gestal,3720,SP
Populina,3721,SP
Porangaba,3722,SP
Porto Feliz,3723,SP
Porto Ferreira,3724,SP
Potim,3725,SP
Potirendaba,3726,SP
Pracinha,3727,SP
Pradópolis,3728,SP
Praia Grande,3729,SP
Pratânia,3730,SP
Presidente Alves,3731,SP
Presidente Bernardes,3732,SP
Presidente Epitácio,3733,SP
Presidente Prudente,3734,SP
Presidente Venceslau,3735,SP
Promissão,3736,SP
Quadra,3737,SP
Quatá,3738,SP
Queiroz,3739,SP
Queluz,3740,SP
Quintana,3741,SP
Rafard,3742,SP
Rancharia,3743,SP
Redenção da Serra,3744,SP
Regente Feijó,3745,SP
Reginópolis,3746,SP
Registro,3747,SP
Restinga,3748,SP
Ribeira,3749,SP
Ribeirão Bonito,3750,SP
Ribeirão Branco,3751,SP
Ribeirão Corrente,3752,SP
Ribeirão do Sul,3753,SP
Ribeirão dos Índios,3754,SP
Ribeirão Grande,3755,SP
Ribeirão Pires,3756,SP
Ribeirão Preto,3757,SP
Rifaina,3758,SP
Rincão,3759,SP
Rinópolis,3760,SP
Rio Claro,3761,SP
Rio das Pedras,3762,SP
Rio Grande da Serra,3763,SP
Riolândia,3764,SP
Riversul,3765,SP
Rosana,3766,SP
Roseira,3767,SP
Rubiácea,3768,SP
Rubinéia,3769,SP
Sabino,3770,SP
Sagres,3771,SP
Sales,3772,SP
Sales Oliveira,3773,SP
Salesópolis,3774,SP
Salmourão,3775,SP
Saltinho,3776,SP
Salto,3777,SP
Salto de Pirapora,3778,SP
Salto Grande,3779,SP
Sandovalina,3780,SP
Santa Adélia,3781,SP
Santa Albertina,3782,SP
Santa Bárbara d Oeste,3783,SP
Santa Branca,3784,SP
Santa Clara d Oeste,3785,SP
Santa Cruz da Conceição,3786,SP
Santa Cruz da Esperança,3787,SP
Santa Cruz das Palmeiras,3788,SP
Santa Cruz do Rio Pardo,3789,SP
Santa Ernestina,3790,SP
Santa Fé do Sul,3791,SP
Santa Gertrudes,3792,SP
